Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1,County,City/Town,Longitude,Latitude,Sold Amount,Sold Date,Foreclosure Year,Property Condition,Program,Project,SBL
3.115E+25,Residential Improved,New,Land Bank,,328 Shonnard St,Onondaga,Syracuse,-76.16628,43.04152,,,,Demolition Candidate,,unfunded,097.-04-59.0
3.115E+25,Residential Improved,New,Land Bank,,708-8 1/2 Second North St,Onondaga,Syracuse,-76.16127,43.07624,,,2016,Major Renovation Needed,,,003.-02-22.0
3.115E+25,Residential Improved,New,Land Bank,,205 Davis St,Onondaga,Syracuse,-76.17024,43.03897,,,,Demolition Candidate,,unfunded,092.-06-10.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,1108 Wadsworth St,Onondaga,Syracuse,-76.14465,43.08176,26000,,2015,Minor Renovation Needed,,,004.-20-25.0
31150009100000080120000000a,Residential Vacant - Nonbuildable,Disposed,Private,,612 Rowland St To Hartson & H,Onondaga,Syracuse,-76.18074,43.036181,151,11/20/2015,2013,,,,
31150009100000080120000000b,Residential Vacant - Nonbuildable,Disposed,Private,,612 Rowland St To Hartson & H,Onondaga,Syracuse,-76.180681,43.035785,151,11/17/2015,,,,,
31150001800000030470000000-a,Residential Improved,New,Land Bank,,385 Gertrude St,Onondaga,Syracuse,-76.133643,43.056294,,,2015,Demolition Candidate,,unfunded,018.-03-47.0
3.115E+25,Residential Improved,New,Land Bank,,400 Lynch Ave & Russell Pl,Onondaga,Syracuse,-76.167997,43.014806,,,,Major Renovation Needed,,,074.-03-08.0
3.115E+25,Residential Improved,New,Land Bank,,103 Randall Ave,Onondaga,Syracuse,-76.15662,43.02276,,,,Demolition Candidate,,unfunded,078.-03-43.0
3.115E+25,Residential Improved,New,Land Bank,,250 Richmond Ave,Onondaga,Syracuse,-76.16995,43.05039,,,2015,Minor Renovation Needed,,,105.-08-44.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,209 Boyden St,Onondaga,Syracuse,-76.12538,43.06091,,,,Minor Renovation Needed,,,019.-17-22.0
3.115E+25,Residential Improved,New,Land Bank,,810 Butternut St,Onondaga,Syracuse,-76.14424,43.06198,,,,,,,016.-03-04.0
3.115E+25,Residential Improved,New,Land Bank,,1118 Butternut St,Onondaga,Syracuse,-76.1432,43.06599,,,,,,,015.-01-51.0
3.115E+25,Residential Improved,New,Land Bank,,551 Seymour St,Onondaga,Syracuse,-76.17072,43.0418,,,2015,Demolition Candidate,,unfunded,097.-04-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,210 Shonnard St,Onondaga,Syracuse,-76.16113,43.04164,,,,,,,097.-03-24.0
3.115E+25,Residential Improved,New,Land Bank,,229 Putnam St,Onondaga,Syracuse,-76.17156,43.0361,,,2015,Demolition Candidate,,unfunded,092.-16-03.0
3.115E+25,Residential Improved,New,Land Bank,,417 Merriman Ave,Onondaga,Syracuse,-76.17155,43.03988,,,2015,,,,097.-14-03.0
3.115E+25,Residential Improved,New,Land Bank,,1620 Spring St & Hiawatha Blvd,Onondaga,Syracuse,-76.163864,43.074021,,,2015,Demolition Candidate,,unfunded,002.-06-27.0
3.115E+25,Residential Improved,New,,,135 Baker Ave,Onondaga,Syracuse,,,,,,,,,084.-05-19.0
3.115E+25,Residential Improved,New,,,215 Borden Ave W,Onondaga,Syracuse,,,,,,,,,084.-26-14.1
3.115E+25,Residential Improved,New,Land Bank,,110 Schuler St,Onondaga,Syracuse,-76.12329,43.05986,,,2015,,,,019.-20-05.0
3.115E+25,Residential Improved,New,Land Bank,,159 Bissell St E,Onondaga,Syracuse,-76.15714,43.02501,,,,,,,083.-07-15.0
3.115E+25,Residential Improved,New,Land Bank,,276 Croly St,Onondaga,Syracuse,-76.11263,43.04545,,,,,,,037.-07-15.0
3.115E+25,Residential Improved,New,Land Bank,,1204 Spring St,Onondaga,Syracuse,-76.15684,43.07116,,,2015,Major Renovation Needed,,,007.-08-18.0
3.115E+25,Residential Improved,New,Land Bank,,213 May Ave,Onondaga,Syracuse,-76.16053,43.02097,,,2015,Minor Renovation Needed,,,079.-14-14.0
3.115E+25,Residential Improved,New,Land Bank,,220-22 Palmer Ave,Onondaga,Syracuse,-76.16258,43.03258,,,2015,Demolition Candidate,,unfunded,086.-02-09.0
3.115E+25,Residential Improved,New,Land Bank,,243 Borden Ave W,Onondaga,Syracuse,-76.15,43.02677,,,2015,,,,084.-26-09.0
3.115E+25,Residential Improved,New,Land Bank,,304 Beard Ave W,Onondaga,Syracuse,-76.15065,43.02601,,,2015,Minor Renovation Needed,,,084.-26-32.0
3.115E+25,Residential Improved,New,Land Bank,,213 Croly St,Onondaga,Syracuse,-76.11237,43.04759,,,2015,Major Renovation Needed,,,037.-08-41.0
3.115E+25,Residential Improved,New,Land Bank,,115-17 State Fair Blvd,Onondaga,Syracuse,-76.18074,43.05296,,,2015,Major Renovation Needed,,,108.1-01-11.0
3.115E+25,Residential Improved,New,Land Bank,,1727 State St S,Onondaga,Syracuse,-76.14378,43.02754,,,2015,Minor Renovation Needed,,,084.-11-23.0
3.115E+25,Residential Improved,New,,,284 Calthrop Ave W,Onondaga,Syracuse,,,,,,,,,076.-17-32.0
3.115E+25,Residential Improved,New,Land Bank,,201 Dudley St,Onondaga,Syracuse,-76.16929,43.0358,,,2015,Demolition Candidate,,unfunded,092.-12-44.0
3.115E+25,Residential Improved,New,Land Bank,,617 Second North St,Onondaga,Syracuse,-76.16053,43.07532,,,2015,Major Renovation Needed,,,003.-13-09.0
3.115E+25,Residential Improved,New,,,268-70 Leon St,Onondaga,Syracuse,,,,,,,,,085.-09-17.0
3.115E+25,Residential Improved,New,Land Bank,,130 Maplewood Ave,Onondaga,Syracuse,-76.14273,42.98799,,,2015,Minor Renovation Needed,,,064.-11-05.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,413 Massena St,Onondaga,Syracuse,-76.16638,43.03898,,,2015,,,,097.-11-29.0
3.115E+25,Residential Improved,New,Land Bank,,810 Valley Dr,Onondaga,Syracuse,-76.15641,43.00869,,,2015,Minor Renovation Needed,,,073.-22-15.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,115 Grove St,Onondaga,Syracuse,-76.12021,43.13714,,,2015,,,,073.-03-03.0
3.115E+25,Residential Improved,New,Land Bank,,463 Shonnard St,Onondaga,Syracuse,-76.17061,43.04092,,,2015,Demolition Candidate,,unfunded,097.-16-06.0
3.115E+25,Residential Improved,New,Land Bank,,245-47 Valley Dr,Onondaga,Syracuse,-76.15997,43.01688,,,2016,Major Renovation Needed,,,075.-02-22.0
3.115E+25,Residential Improved,New,Land Bank,,214 Sabine St,Onondaga,Syracuse,-76.16827,43.03845,,,2015,Demolition Candidate,,unfunded,092.-07-20.0
3.115E+25,Residential Improved,New,Land Bank,,411 Warner Ave,Onondaga,Syracuse,-76.15048,43.02166,,,2015,Demolition Candidate,,unfunded,078.-08-06.0
3.115E+25,Residential Improved,New,Land Bank,,855 Lafayette Ave W,Onondaga,Syracuse,-76.15688,43.0181,,,2015,Minor Renovation Needed,,,075.-01-22.0
3.115E+25,Residential Improved,New,Land Bank,,304 Second North St,Onondaga,Syracuse,-76.15485,43.07367,,,2015,Major Renovation Needed,,,006.-02-19.0
3.115E+25,Residential Improved,New,Land Bank,,610 Hawley Ave,Onondaga,Syracuse,-76.13407,43.05387,,,2015,Major Renovation Needed,,,018.-05-04.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,629 Winton St & Herbst Ave,Onondaga,Syracuse,-76.124762,43.058913,,,2015,,,,019.-23-01.0
3.115E+25,Residential Improved,New,Land Bank,,141 Wood Ave,Onondaga,Syracuse,-76.14876,43.02535,,,2015,Minor Renovation Needed,,,084.-24-05.0
3.115E+25,Residential Improved,New,Land Bank,,313 Merriman Ave,Onondaga,Syracuse,-76.16871,43.04001,,,,,,,097.-13-06.0
3.115E+25,Residential Improved,New,Land Bank,,318 Merriman Ave,Onondaga,Syracuse,-76.16926,43.04033,,,2015,,,,097.-16-45.0
3.115E+25,Residential Improved,New,Land Bank,,122 Richardson Ave,Onondaga,Syracuse,-76.153,43.01791,,,2015,Minor Renovation Needed,,,075.-05-06.0
3.115E+25,Residential Improved,New,Land Bank,,362-66 Richmond Ave & Wall St,Onondaga,Syracuse,-76.172847,43.050353,,,2015,Minor Renovation Needed,,,109.-04-47.0
3.115E+25,Residential Improved,New,Land Bank,,216 Slocum Ave & Holland St,Onondaga,Syracuse,-76.160773,43.040129,,,2015,Demolition Candidate,,unfunded,097.-08-16.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,162 Palmer Ave,Onondaga,Syracuse,-76.16262,43.03376,,,,,,,093.-13-19.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,143 Palmer Ave,Onondaga,Syracuse,-76.16209,43.03438,,,,,,,093.-12-34.0
314889 - 069.-03-11.0,Residential Improved,New,Land Bank,,203 Galster Ave,Onondaga,Salina,-76.12197,43.07484,,,2015,Demolition Candidate,,unfunded,069.-03-11.0
314889 - 029.-10-08.0,Residential Improved,New,Land Bank,,114 Grandy Dr,Onondaga,Salina,-76.19425,43.10304,,,2015,,,,029.-10-08.0
312689 - 085.-02-04.1,Residential Improved,New,Land Bank,,4686 North St,Onondaga,Dewitt,-76.139297,43.035198,,,2015,Minor Renovation Needed,,,085.-02-04.1
312689 - 053.-04-17.0,Residential Improved,New,,,5890 Butternut Dr,Onondaga,Dewitt,-76.04579,43.0573,,,2015,,,,053.-04-17.0
313601 - 006.-06-12.0,Residential Improved,New,Land Bank,,4 Travers St,Onondaga,Lysander,-76.31957,43.1611,,,2015,Major Renovation Needed,,,006.-06-12.0
312889 - 040.-04-30.0,Residential Improved,New,Land Bank,,5327 Hamilton Rd,Onondaga,Elbridge,-76.46351,43.02864,,,2015,Demolition Candidate,,unfunded,040.-04-30.0
3.115E+25,Residential Improved,New,Land Bank,,904 Lemoyne Ave,Onondaga,Syracuse,-76.158,43.07647,,,2016,Major Renovation Needed,,,003.-16-02.0
3.115E+25,Residential Improved,New,Land Bank,,600 Turtle St & Spring St,Onondaga,Syracuse,-76.157649,43.071563,,,2016,Major Renovation Needed,,,007.-08-01.0
3.115E+25,Residential Improved,New,Land Bank,,1107 Butternut St,Onondaga,Syracuse,-76.1435,43.0655,,,2016,Minor Renovation Needed,,,009.-21-34.0
3.115E+25,Residential Improved,New,Land Bank,,115 Hier Ave,Onondaga,Syracuse,-76.14073,43.06388,,,2016,Minor Renovation Needed,,,015.-09-02.0
3.115E+25,Residential Improved,New,Land Bank,,1200 Lodi St & Seward St,Onondaga,Syracuse,-76.14443,43.05879,,,2016,Major Renovation Needed,,,016.-04-43.0
3.115E+25,Residential Improved,New,Land Bank,,213 Clarence Ave,Onondaga,Syracuse,-76.14118,43.00445,,,2016,Major Renovation Needed,,,071.-09-14.0
3.115E+25,Residential Improved,New,Land Bank,,3014 Midland Ave,Onondaga,Syracuse,-76.14799,43.01091,,,2016,Demolition Candidate,,unfunded,073.-10-07.0
3.115E+25,Residential Improved,New,Land Bank,,117 Hutchinson Ave,Onondaga,Syracuse,-76.16477,43.01588,,,2016,,,,074.-06-04.0
3.115E+25,Residential Improved,New,,,122 Bishop Ave,Onondaga,Syracuse,,,,,,,,,078.-01-05.0
3.115E+25,Residential Improved,New,Land Bank,,2020-22 South Ave,Onondaga,Syracuse,-76.16193,43.01797,,,2016,Minor Renovation Needed,,,079.-19-26.0
3.115E+25,Residential Improved,New,Land Bank,,119 Fairfield Ave,Onondaga,Syracuse,-76.16411,43.01676,,,2016,Major Renovation Needed,,,079.-20-10.0
3.115E+25,Residential Improved,New,Land Bank,,114 Edgewood Ave,Onondaga,Syracuse,-76.16561,43.01712,,,2016,Major Renovation Needed,,,079.-22-59.1
3.115E+25,Residential Improved,New,Land Bank,,1210 Colvin St W,Onondaga,Syracuse,-76.1585,43.02327,,,2016,Major Renovation Needed,,,083.-11-44.0
3.115E+25,Residential Improved,New,,,117 Baker Ave,Onondaga,Syracuse,,,,,,,,,084.-05-23.0
3.115E+25,Residential Improved,New,Land Bank,,263-65 Kennedy St W,Onondaga,Syracuse,-76.15209,43.02932,,,2016,Minor Renovation Needed,,,084.-01-01.0
3.115E+25,Residential Improved,New,Land Bank,,110 Hoefler St,Onondaga,Syracuse,-76.18,43.03802,,,2016,Major Renovation Needed,,,091.-03-09.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,208 Arthur St,Onondaga,Syracuse,-76.17737,43.03516,,,2016,,,,091.-12-09.0
3.115E+25,Residential Improved,New,Land Bank,,223 Grace St,Onondaga,Syracuse,-76.16757,43.0372,,,2016,Major Renovation Needed,,,092.-09-01.0
3.115E+25,Residential Improved,New,,,215 Grand Ave To Fenton St,Onondaga,Syracuse,,,,,,,,,092.-02-06.0
3.115E+25,Residential Improved,New,Land Bank,,612-14 Massena St,Onondaga,Syracuse,-76.16497,43.03745,,,2016,Major Renovation Needed,,,092.-10-12.0
3.115E+25,Residential Improved,New,Land Bank,,1312-14 Onondaga St W,Onondaga,Syracuse,-76.17547,43.03408,,,2016,,,,092.-24-22.0
3.115E+25,Residential Improved,New,Land Bank,,604 Onondaga St W,Onondaga,Syracuse,-76.15965,43.03925,,,2016,Major Renovation Needed,,,093.-02-27.0
3.115E+25,Residential Improved,New,Land Bank,,212-14 Holland St,Onondaga,Syracuse,-76.16268,43.03872,,,2016,Demolition Candidate,,unfunded,097.-09-20.0
3.115E+25,Residential Improved,New,Land Bank,,523 Seymour St,Onondaga,Syracuse,-76.16862,43.04191,,,2016,Demolition Candidate,,unfunded,097.-04-12.0
3.115E+25,Residential Improved,New,Land Bank,,218 Merriman Ave,Onondaga,Syracuse,-76.16555,43.04051,,,2016,Demolition Candidate,,unfunded,097.-05-35.0
3.115E+25,Residential Improved,New,Land Bank,,213 Merriman Ave,Onondaga,Syracuse,-76.16513,43.04022,,,2016,Demolition Candidate,,unfunded,097.-11-13.0
3.115E+25,Residential Improved,New,Land Bank,,204 Davis St,Onondaga,Syracuse,-76.17025,43.03936,,,2016,Minor Renovation Needed,,,097.-14-15.0
3.115E+25,Residential Improved,New,,,136-38 Grace St,Onondaga,Syracuse,,,,,,,,,097.-11-21.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,415 Merriman Ave,Onondaga,Syracuse,-76.17141,43.03989,,,2016,,,,097.-14-04.0
3.115E+25,Residential Improved,New,Land Bank,,711 Tully St,Onondaga,Syracuse,-76.16678,43.04355,,,2016,Minor Renovation Needed,,,100.-23-05.0
3.115E+25,Residential Improved,New,Land Bank,,200 Van Rensselaer St & Wilki,Onondaga,Syracuse,-76.165893,43.051091,,,2016,Demolition Candidate,,unfunded,105.-02-22.0
3.115E+25,Residential Improved,New,Land Bank,,339 Richmond Ave,Onondaga,Syracuse,-76.17206,43.05009,,,2016,Major Renovation Needed,,,109.-05-06.0
3.115E+25,Residential Improved,New,Land Bank,,344 Hillsdale Ave,Onondaga,Syracuse,-76.10853,43.06263,,,,,AG Grant,Confirmed for AG funded renovation,027.-03-10.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,121 Washington Sq,Onondaga,Syracuse,-76.16226,43.06942,,,,,,,002.-16-06.0
3.115E+25,Residential Improved,New,Land Bank,,1205 Lemoyne Ave,Onondaga,Syracuse,-76.15356,43.08026,,,2016,Major Renovation Needed,,,004.-02-09.0
3.115E+25,Residential Improved,New,Land Bank,,1118 State St N,Onondaga,Syracuse,-76.15576,43.06198,,,2016,Major Renovation Needed,,,008.-01-29.1
3.115E+25,Residential Improved,New,Land Bank,,421 Alvord St S,Onondaga,Syracuse,-76.14626,43.0621,,,2016,Major Renovation Needed,,,009.-26-11.0
3.115E+25,Residential Improved,New,Land Bank,,219 Crippen Ave,Onondaga,Syracuse,-76.14487,43.0036,,,2016,Major Renovation Needed,,,071.-21-01.0
3.115E+25,Residential Improved,New,Land Bank,,863 Lafayette Ave W,Onondaga,Syracuse,-76.15718,43.01809,,,,,,,075.-01-20.0
3.115E+25,Residential Improved,New,Land Bank,,310 Hartson St & Hoefler St,Onondaga,Syracuse,-76.179469,43.036579,,,,Minor Renovation Needed,,,091.-04-25.0
3.115E+25,Residential Improved,New,Land Bank,,213 Sabine St,Onondaga,Syracuse,-76.16782,43.0383,,,,Major Renovation Needed,,,092.-08-08.0
3.115E+25,Residential Improved,New,Land Bank,,225 Sabine St,Onondaga,Syracuse,-76.1686,43.03774,,,2016,Major Renovation Needed,,,092.-08-02.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,409 Shonnard St,Onondaga,Syracuse,-76.16716,43.04106,,,,,,,097.-05-02.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,217 Kellogg St,Onondaga,Syracuse,-76.16394,43.03847,,,,,,,097.-09-08.0
3.115E+25,Residential Improved,New,Land Bank,,214 Davis St,Onondaga,Syracuse,-76.17091,43.03933,,,,,,,097.-14-19.0
3.115E+25,Commercial Vacant,New,Land Bank,,514 Genesee St W Rear,Onondaga,Syracuse,-76.15932,43.05355,,,,,,,106.-05-07.0
3.115E+25,Residential Improved,New,Land Bank,,187 Lakeview Ave,Onondaga,Syracuse,-76.17692,43.04977,,,2016,Demolition Candidate,,unfunded,109.-01-36.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,617 Tully St,Onondaga,Syracuse,-76.16543,43.04385,,,,,,,100.-23-15.0
3.115E+25,Residential Improved,New,Land Bank,,115 Beard Pl,Onondaga,Syracuse,-76.14453,43.02648,,,2016,Major Renovation Needed,,,084.-17-19.0
3.115E+25,Residential Improved,New,Land Bank,,2908-10 Grant Blvd,Onondaga,Syracuse,-76.15751,43.07616,,,,,,,003.-16-32.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,306 Union Pl & Lilac St,Onondaga,Syracuse,-76.15543,43.06498,,,,,,,007.-33-03.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1008 Townsend St N Rear,Onondaga,Syracuse,-76.15212,43.06152,,,,,,,008.-04-37.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,1112 Park St To Strand Pl,Onondaga,Syracuse,-76.14975,43.06533,,,,,,,009.-04-07.0
3.115E+25,Residential Improved,New,Land Bank,,131 Peters St,Onondaga,Syracuse,-76.14728,43.06169,,,,,,,009.-27-05.0
3.115E+25,Residential Improved,New,Land Bank,,104 Green St Pl,Onondaga,Syracuse,-76.1364,43.05556,,,,,,,018.-03-13.0
3.115E+25,Residential Improved,New,Land Bank,,128 Pattison St,Onondaga,Syracuse,-76.12719,43.05871,,,,,,,019.-15-16.0
3.115E+25,Residential Improved,New,Land Bank,,173 Woodbine Ave,Onondaga,Syracuse,-76.10969,43.06657,,,,,,,024.-17-23.0
3.115E+25,Residential Improved,New,Land Bank,,132 Fairview Ave,Onondaga,Syracuse,-76.12669,43.0549,,,,,,,029.-12-15.0
3.115E+25,Residential Improved,New,Land Bank,,817 Seeley Rd,Onondaga,Syracuse,-76.1033,43.04676,,,,,,,038.-10-36.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,328 Newell St W,Onondaga,Syracuse,-76.14969,43.01766,,,,,,,075.-06-42.0
3.115E+25,Residential Improved,New,Land Bank,,152-54 Kenmore Ave,Onondaga,Syracuse,-76.15226,43.01568,,,,,,,075.-12-16.0
3.115E+25,Residential Improved,New,Land Bank,,136 Baldwin Ave,Onondaga,Syracuse,-76.15545,43.01546,,,,,,,075.-15-12.0
3.115E+25,Residential Improved,New,Land Bank,,248 Kenmore Ave,Onondaga,Syracuse,-76.15222,43.01422,,,,,,,075.-12-30.0
3.115E+25,Residential Improved,New,Land Bank,,1619-21 Midland Ave,Onondaga,Syracuse,-76.15009,43.02283,,,,,,,077.-24-38.0
3.115E+25,Residential Improved,New,Land Bank,,1911 Midland Ave,Onondaga,Syracuse,-76.14933,43.02073,,,,,,,077.-21-39.0
3.115E+25,Residential Improved,New,Land Bank,,202 Beard Ave W,Onondaga,Syracuse,-76.14846,43.02658,,,,,,,084.-26-20.0
3.115E+25,Residential Improved,New,Land Bank,,308 Beard Ave W,Onondaga,Syracuse,-76.15096,43.02592,,,,,,,084.-26-34.0
3.115E+25,Residential Improved,New,Land Bank,,1419 Midland Ave,Onondaga,Syracuse,-76.15094,43.02511,,,,,,,084.-25-26.0
3.115E+25,Residential Improved,New,Land Bank,,123 Alexander Ave,Onondaga,Syracuse,-76.15079,43.03333,,,,,,,085.-04-10.0
3.115E+25,Residential Improved,New,Land Bank,,332-36 Furman St,Onondaga,Syracuse,-76.15483,43.03033,,,2016,,,,086.-11-12.0
3.115E+25,Residential Improved,New,Land Bank,,333-35 Palmer Ave,Onondaga,Syracuse,-76.16204,43.03069,,,,,,,086.-23-22.0
3.115E+25,Residential Improved,New,Land Bank,,429 Rich St,Onondaga,Syracuse,-76.16095,43.03091,,,,,,,086.-22-24.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,118 Markland Ave,Onondaga,Syracuse,-76.17978,43.03203,,,,,,,088.-06-08.0
3.115E+25,Residential Improved,New,Land Bank,,302 La Forte Ave,Onondaga,Syracuse,-76.17586,43.03109,,,,,,,088.-10-13.0
3.115E+25,Residential Improved,New,Land Bank,,124 Lydell St,Onondaga,Syracuse,-76.17866,43.03696,,,,,,,091.-04-18.0
3.115E+25,Residential Improved,New,Land Bank,,109 Davis St,Onondaga,Syracuse,-76.16813,43.03914,,,,,,,092.-07-10.0
3.115E+25,Residential Improved,New,Land Bank,,411 Delaware St,Onondaga,Syracuse,-76.1692,43.03703,,,,,,,092.-05-24.0
3.115E+25,Residential Improved,New,Land Bank,,146 Palmer Ave,Onondaga,Syracuse,-76.16261,43.03422,,,,,,,093.-13-15.1
3.115E+25,Residential Improved,New,Land Bank,,1429 Mcbride St S,Onondaga,Syracuse,-76.143505,43.036607,,,,,,,094.-13-02.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,256-58 Holland St,Onondaga,Syracuse,-76.16398,43.03792,,,,,,,097.-09-29.0
3.115E+25,Residential Improved,New,Land Bank,,210 Davis St,Onondaga,Syracuse,-76.1706,43.03933,,,,,,,097.-14-17.0
3.115E+25,Residential Improved,New,Land Bank,,247 Richmond Ave,Onondaga,Syracuse,-76.16985,43.04997,,,,,,,105.-09-02.0
